row_number,field_name,error_code,error_message,order_id
64,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'grover.com'. Only valid mail services allowed.,132742
65,email,MISSING_FIELD,Email field is empty,551493
66,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'doctor-sachdev.com'. Only valid mail services allowed.,704709
67,email,MISSING_FIELD,Email field is empty,517749
68,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'virk-rajan.com'. Only valid mail services allowed.,586035
69,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dixit.com'. Only valid mail services allowed.,179868
70,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dada.com'. Only valid mail services allowed.,773075
72,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sama.com'. Only valid mail services allowed.,841380
73,email,MISSING_FIELD,Email field is empty,813895
74,email,MISSING_FIELD,Email field is empty,181605
77,email,MISSING_FIELD,Email field is empty,671382
79,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'atwal.com'. Only valid mail services allowed.,680823
80,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'bal.org'. Only valid mail services allowed.,245018
81,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'karnik.info'. Only valid mail services allowed.,277453
83,email,MISSING_FIELD,Email field is empty,317541
84,email,MISSING_FIELD,Email field is empty,272460
85,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sood.com'. Only valid mail services allowed.,339336
86,email,MISSING_FIELD,Email field is empty,131166
87,email,MISSING_FIELD,Email field is empty,650820
88,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'barman.info'. Only valid mail services allowed.,242140
89,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'chopra-singh.com'. Only valid mail services allowed.,958765
90,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'mangat.com'. Only valid mail services allowed.,616992
92,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'bhalla.com'. Only valid mail services allowed.,753630
93,email,MISSING_FIELD,Email field is empty,871624
95,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'kant.com'. Only valid mail services allowed.,851249
96,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'babu-badal.info'. Only valid mail services allowed.,931756
98,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'mangat-ramesh.org'. Only valid mail services allowed.,817427
99,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'datta.com'. Only valid mail services allowed.,224232
100,email,MISSING_FIELD,Email field is empty,941546
101,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'garg.com'. Only valid mail services allowed.,996124
102,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'walia.com'. Only valid mail services allowed.,978802
103,email,MISSING_FIELD,Email field is empty,528729
105,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'swaminathan-batta.com'. Only valid mail services allowed.,374484
108,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dave-bahl.net'. Only valid mail services allowed.,758480
113,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'seth.info'. Only valid mail services allowed.,251603
114,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'zachariah.com'. Only valid mail services allowed.,494410
115,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'borde.com'. Only valid mail services allowed.,875735
116,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'vohra.com'. Only valid mail services allowed.,879908
117,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'halder.com'. Only valid mail services allowed.,682461
119,email,MISSING_FIELD,Email field is empty,345929
120,email,MISSING_FIELD,Email field is empty,496955
121,email,MISSING_FIELD,Email field is empty,463359
123,email,MISSING_FIELD,Email field is empty,594165
124,email,MISSING_FIELD,Email field is empty,636395
126,email,MISSING_FIELD,Email field is empty,530022
128,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dua-dar.com'. Only valid mail services allowed.,952431
129,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sunder.org'. Only valid mail services allowed.,202459
131,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'chandra.com'. Only valid mail services allowed.,261495
132,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'kaur.net'. Only valid mail services allowed.,254818
133,email,MISSING_FIELD,Email field is empty,105156
134,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dani.biz'. Only valid mail services allowed.,711835
135,email,MISSING_FIELD,Email field is empty,724396
136,email,MISSING_FIELD,Email field is empty,764851
138,email,MISSING_FIELD,Email field is empty,642239
140,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sinha-kumar.com'. Only valid mail services allowed.,830696
142,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'srinivas-kakar.com'. Only valid mail services allowed.,778801
144,email,MISSING_FIELD,Email field is empty,314874
145,email,MISSING_FIELD,Email field is empty,724726
146,email,MISSING_FIELD,Email field is empty,775597
147,email,MISSING_FIELD,Email field is empty,732429
149,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'rau-trivedi.com'. Only valid mail services allowed.,216585
152,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dar.org'. Only valid mail services allowed.,867473
154,email,MISSING_FIELD,Email field is empty,276828
155,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'samra-hayre.net'. Only valid mail services allowed.,494112
156,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'gera-kaur.com'. Only valid mail services allowed.,189524
160,email,MISSING_FIELD,Email field is empty,221004
161,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dar.biz'. Only valid mail services allowed.,479759
162,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'shere-sarma.com'. Only valid mail services allowed.,957068
164,email,MISSING_FIELD,Email field is empty,604055
165,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dhawan.com'. Only valid mail services allowed.,433818
166,email,MISSING_FIELD,Email field is empty,213392
168,email,MISSING_FIELD,Email field is empty,574615
169,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'bhatti.com'. Only valid mail services allowed.,487023
170,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'iyer.com'. Only valid mail services allowed.,712633
171,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'bobal.com'. Only valid mail services allowed.,830522
173,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'vyas.com'. Only valid mail services allowed.,798920
174,email,MISSING_FIELD,Email field is empty,610165
175,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'mangat.com'. Only valid mail services allowed.,951535
176,email,MISSING_FIELD,Email field is empty,913410
177,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'manne-shan.com'. Only valid mail services allowed.,339825
178,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'cheema.com'. Only valid mail services allowed.,266772
179,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'ramaswamy.com'. Only valid mail services allowed.,688927
181,email,MISSING_FIELD,Email field is empty,967425
183,email,MISSING_FIELD,Email field is empty,918434
186,email,MISSING_FIELD,Email field is empty,276162
188,email,MISSING_FIELD,Email field is empty,967683
190,email,MISSING_FIELD,Email field is empty,990834
191,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'maharaj-saini.info'. Only valid mail services allowed.,274918
192,email,MISSING_FIELD,Email field is empty,642260
193,email,MISSING_FIELD,Email field is empty,528764
196,email,MISSING_FIELD,Email field is empty,318191
197,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sundaram.com'. Only valid mail services allowed.,559470
200,email,MISSING_FIELD,Email field is empty,524691
201,email,MISSING_FIELD,Email field is empty,376957
204,email,MISSING_FIELD,Email field is empty,240789
205,email,MISSING_FIELD,Email field is empty,507076
207,email,MISSING_FIELD,Email field is empty,562382
208,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'majumdar.com'. Only valid mail services allowed.,692384
210,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'taneja.com'. Only valid mail services allowed.,493266
211,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sawhney-lata.com'. Only valid mail services allowed.,941318
214,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'bali.info'. Only valid mail services allowed.,716788
217,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'srivastava-handa.info'. Only valid mail services allowed.,344418
220,email,MISSING_FIELD,Email field is empty,141005
221,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'ray.net'. Only valid mail services allowed.,603256
224,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'tella-singhal.com'. Only valid mail services allowed.,381743
227,email,MISSING_FIELD,Email field is empty,614095
228,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sule-luthra.com'. Only valid mail services allowed.,677547
229,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sastry-madan.net'. Only valid mail services allowed.,776318
232,email,MISSING_FIELD,Email field is empty,289811
238,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'setty.com'. Only valid mail services allowed.,993574
241,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'chacko.net'. Only valid mail services allowed.,250616
243,email,MISSING_FIELD,Email field is empty,172188
245,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'wali.com'. Only valid mail services allowed.,601336
247,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'ranganathan.com'. Only valid mail services allowed.,693620
248,email,MISSING_FIELD,Email field is empty,529897
249,email,MISSING_FIELD,Email field is empty,683155
253,email,MISSING_FIELD,Email field is empty,340804
254,email,MISSING_FIELD,Email field is empty,954035
255,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'cheema.com'. Only valid mail services allowed.,216258
258,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'majumdar-borra.com'. Only valid mail services allowed.,476924
261,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'rajan.com'. Only valid mail services allowed.,245367
264,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'saini-dalia.com'. Only valid mail services allowed.,962976
265,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'dhawan-kade.com'. Only valid mail services allowed.,797875
266,email,MISSING_FIELD,Email field is empty,243454
268,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'rege.com'. Only valid mail services allowed.,685865
271,email,MISSING_FIELD,Email field is empty,134669
272,email,MISSING_FIELD,Email field is empty,523995
273,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'sha.com'. Only valid mail services allowed.,685395
274,email,MISSING_FIELD,Email field is empty,833780
276,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'mangal.com'. Only valid mail services allowed.,730952
277,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'gade-dass.com'. Only valid mail services allowed.,614164
278,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'kothari.org'. Only valid mail services allowed.,848806
279,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'manda.com'. Only valid mail services allowed.,823959
280,email,MISSING_FIELD,Email field is empty,212244
281,email,MISSING_FIELD,Email field is empty,595936
282,email,MISSING_FIELD,Email field is empty,686726
284,email,MISSING_FIELD,Email field is empty,917914
285,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'shukla-singhal.com'. Only valid mail services allowed.,459709
291,email,MISSING_FIELD,Email field is empty,621919
293,email,INVALID_EMAIL_DOMAIN,Email has invalid domain 'atwal.biz'. Only valid mail services allowed.,426626
294,email,MISSING_FIELD,Email field is empty,387788
298,email,MISSING_FIELD,Email field is empty,472103
